GA Version,k,Pop,Gens,Seeds,Selection,Crossover,PX,Mutator,PM,Problem Instance,Num Edges,Num Vertices,Num Odd Edge Vertices,Sum Edges,,Best Total Travel Distance,Best Longest Route,Average Best Per Seed,Standard Dev Subtour Distance,Time Sec,Best Seed,Best Tour
original,2,1000,1000,30,1,2,0.99,2,0.4,10A,97,50,26,376,0,471,237,506.333,19.3276,25097.1,9968,"{{0, 1, 6, 12, 20, 26, 29, 33, 39, 46, 45, 32, 39, 33, 34, 40, 47, 46, 39, 32, 38, 28, 32, 33, 29, 25, 28, 17, 25, 29, 33, 39, 40, 47, 48, 43, 49, 44, 42, 44, 37, 36, 35, 34, 26, 35, 41, 43, 41, 35, 36, 30, 22, 14, 13, 7, 8, 2, 1, 2, 3, 9, 16, 24, 23, 22, 14, 13, 12, 11, 10, 18, 19, 11, 5, 0}: 234.000000, {0, 5, 11, 19, 29, 26, 30, 31, 37, 27, 24, 27, 31, 30, 36, 42, 36, 31, 27, 24, 23, 22, 21, 20, 19, 11, 12, 11, 5, 4, 17, 18, 10, 18, 17, 18, 25, 29, 33, 25, 18, 10, 4, 0, 5, 12, 13, 21, 30, 36, 42, 49, 48, 40, 41, 42, 37, 31, 23, 15, 8, 14, 15, 16, 9, 8, 7, 6, 5, 0}: 237.000000}"
original,3,1000,1000,30,1,2,0.99,2,0.4,10A,97,50,26,376,0,515,172,571.3,25.3063,27880.5,4715,"{{0, 5, 11, 10, 18, 25, 33, 39, 32, 28, 25, 29, 33, 34, 40, 39, 32, 45, 46, 47, 40, 41, 35, 34, 26, 20, 21, 30, 36, 42, 36, 30, 22, 14, 8, 2, 3, 9, 16, 9, 8, 7, 6, 12, 13, 14, 8, 2, 1, 6, 5, 11, 12, 5, 0}: 172.000000, {0, 5, 12, 13, 14, 8, 14, 22, 30, 31, 36, 37, 31, 36, 35, 26, 30, 22, 23, 31, 27, 24, 16, 15, 23, 24, 27, 37, 42, 44, 49, 43, 41, 42, 49, 48, 40, 34, 33, 39, 32, 38, 28, 25, 17, 18, 10, 4, 5, 0}: 172.000000, {0, 4, 17, 18, 19, 29, 25, 18, 10, 11, 5, 0, 1, 6, 7, 13, 14, 15, 8, 14, 13, 21, 22, 30, 36, 42, 37, 44, 42, 36, 35, 41, 43, 48, 47, 46, 45, 46, 39, 33, 32, 33, 29, 26, 29, 25, 28, 17, 18, 10, 4, 10, 11, 19, 20, 12, 5, 0}: 171.000000}"
original,4,1000,1000,30,1,2,0.99,2,0.4,10A,97,50,26,376,0,569,143,643.3,36.2952,30283.9,6119,"{{0, 5, 12, 20, 26, 34, 35, 36, 42, 41, 43, 48, 47, 40, 34, 40, 48, 49, 42, 44, 42, 36, 31, 27, 31, 30, 22, 21, 20, 19, 29, 25, 18, 17, 18, 10, 4, 5, 12, 11, 10, 18, 17, 4, 0}: 143.000000, {0, 5, 11, 19, 18, 25, 29, 33, 29, 26, 30, 36, 30, 22, 14, 13, 12, 6, 7, 8, 14, 22, 14, 8, 9, 16, 15, 16, 24, 23, 22, 30, 36, 35, 41, 43, 49, 44, 42, 37, 31, 30, 26, 20, 12, 5, 0}: 142.000000, {0, 5, 11, 10, 18, 25, 29, 33, 32, 45, 46, 39, 33, 32, 28, 38, 32, 39, 40, 41, 35, 26, 35, 36, 30, 21, 13, 14, 15, 23, 24, 27, 37, 36, 31, 36, 35, 34, 33, 25, 17, 18, 19, 11, 5, 0}: 143.000000, {0, 1, 6, 5, 6, 1, 2, 8, 14, 8, 9, 3, 2, 8, 15, 14, 13, 12, 20, 12, 6, 7, 13, 14, 15, 23, 31, 37, 44, 42, 41, 40, 47, 46, 39, 33, 29, 25, 28, 17, 18, 10, 11, 5, 0}: 141.000000}"
original,5,1000,1000,30,1,2,0.99,2,0.4,10A,97,50,26,376,0,621,127,707.067,41.6277,31555.8,9420,"{{0, 4, 10, 18, 25, 29, 33, 39, 40, 48, 43, 41, 35, 34, 35, 36, 42, 44, 42, 49, 44, 37, 36, 31, 30, 22, 14, 13, 21, 20, 19, 18, 25, 33, 39, 32, 33, 34, 26, 29, 25, 18, 19, 11, 5, 0}: 126.000000, {0, 5, 11, 19, 29, 25, 18, 10, 18, 25, 29, 33, 39, 46, 47, 40, 48, 40, 41, 43, 41, 35, 36, 30, 22, 14, 15, 23, 31, 27, 24, 16, 9, 3, 9, 8, 15, 14, 22, 30, 26, 20, 12, 5, 0}: 121.000000, {0, 5, 6, 12, 11, 5, 0, 1, 6, 12, 13, 7, 8, 14, 15, 16, 24, 23, 22, 23, 24, 27, 31, 30, 21, 22, 14, 13, 12, 11, 19, 18, 10, 11, 10, 18, 17, 4, 5, 0}: 127.000000, {0, 5, 6, 7, 6, 1, 2, 3, 9, 8, 14, 13, 12, 20, 26, 29, 33, 34, 35, 36, 42, 41, 40, 39, 32, 38, 28, 17, 25, 28, 32, 45, 46, 39, 33, 29, 25, 18, 10, 11, 5, 0}: 121.000000, {0, 5, 6, 1, 2, 8, 14, 22, 30, 31, 37, 27, 31, 36, 35, 34, 40, 41, 43, 49, 44, 42, 37, 42, 44, 49, 48, 47, 40, 41, 35, 26, 29, 25, 18, 10, 4, 10, 11, 5, 0}: 126.000000}"
original,6,1000,1000,30,1,2,0.99,2,0.4,10A,97,50,26,376,0,692,117,771.967,47.5419,31081.8,6948,"{{0, 5, 12, 13, 14, 22, 30, 36, 42, 44, 49, 44, 42, 36, 35, 41, 35, 36, 30, 36, 35, 34, 33, 29, 19, 20, 26, 29, 33, 39, 32, 39, 33, 29, 25, 18, 19, 18, 17, 4, 5, 12, 20, 12, 5, 0}: 117.000000, {0, 5, 11, 10, 18, 25, 33, 39, 46, 39, 32, 38, 28, 25, 29, 26, 29, 33, 39, 40, 41, 40, 34, 35, 36, 42, 36, 31, 23, 15, 14, 13, 12, 13, 7, 8, 2, 8, 7, 6, 1, 0}: 114.000000, {0, 4, 10, 18, 17, 18, 19, 11, 12, 13, 14, 22, 30, 26, 29, 25, 28, 32, 45, 46, 47, 40, 48, 49, 42, 41, 43, 48, 47, 40, 34, 26, 20, 12, 5, 0}: 115.000000, {0, 5, 12, 13, 14, 22, 30, 31, 27, 37, 36, 37, 42, 41, 43, 41, 35, 26, 29, 33, 39, 40, 41, 43, 49, 44, 42, 44, 37, 31, 30, 22, 14, 8, 14, 22, 21, 13, 12, 5, 0}: 116.000000, {0, 5, 12, 13, 14, 22, 21, 30, 36, 35, 36, 30, 31, 27, 24, 23, 22, 14, 8, 7, 13, 12, 11, 10, 18, 17, 25, 28, 17, 25, 29, 33, 32, 33, 39, 40, 47, 40, 39, 33, 34, 33, 29, 25, 18, 10, 11, 12, 11, 5, 6, 12, 5, 0}: 117.000000, {0, 5, 6, 1, 2, 3, 9, 16, 9, 3, 9, 8, 15, 23, 24, 23, 15, 14, 22, 30, 36, 31, 27, 24, 16, 15, 14, 22, 21, 20, 12, 11, 5, 0}: 113.000000}"
original,7,1000,1000,30,1,2,0.99,2,0.4,10A,97,50,26,376,0,760,109,837.3,44.989,32594.2,6207,"{{0, 5, 12, 20, 26, 29, 26, 34, 40, 48, 40, 39, 33, 29, 26, 30, 36, 42, 44, 42, 41, 40, 47, 48, 49, 44, 42, 36, 30, 22, 14, 15, 14, 13, 12, 20, 12, 5, 0}: 108.000000, {0, 5, 6, 7, 6, 1, 6, 12, 13, 14, 8, 15, 23, 24, 27, 37, 31, 36, 42, 36, 35, 41, 40, 47, 46, 39, 32, 38, 32, 33, 29, 33, 39, 40, 39, 33, 25, 17, 25, 18, 19, 11, 5, 0}: 109.000000, {0, 5, 11, 19, 29, 33, 39, 32, 38, 28, 25, 29, 33, 34, 35, 36, 31, 36, 42, 49, 43, 41, 40, 41, 35, 34, 35, 36, 30, 21, 13, 12, 11, 10, 4, 10, 11, 5, 0}: 109.000000, {0, 5, 6, 1, 2, 1, 6, 12, 11, 19, 20, 21, 22, 30, 31, 27, 31, 37, 44, 42, 41, 43, 41, 35, 36, 30, 22, 14, 15, 23, 24, 16, 15, 14, 13, 12, 11, 5, 0}: 107.000000, {0, 5, 4, 10, 18, 25, 29, 26, 35, 36, 31, 27, 24, 27, 37, 42, 37, 36, 30, 22, 14, 8, 2, 8, 9, 16, 15, 14, 13, 12, 5, 0}: 109.000000, {0, 5, 11, 12, 13, 14, 15, 23, 24, 16, 9, 3, 2, 1, 0, 4, 17, 28, 17, 18, 10, 11, 19, 11, 12, 6, 7, 8, 14, 13, 12, 5, 0}: 109.000000, {0, 4, 10, 18, 17, 18, 25, 29, 25, 18, 10, 11, 5, 6, 7, 13, 14, 22, 23, 31, 36, 35, 34, 33, 29, 25, 28, 32, 45, 46, 39, 33, 34, 40, 48, 43, 41, 35, 36, 30, 22, 14, 13, 12, 5, 0}: 109.000000}"
original,8,1000,1000,30,1,2,0.99,2,0.4,10A,97,50,26,376,0,763,97,872.767,58.7013,33912.1,6899,"{{0, 5, 12, 13, 14, 8, 9, 16, 24, 27, 24, 23, 22, 14, 13, 12, 5, 6, 1, 2, 3, 2, 8, 15, 14, 13, 12, 5, 0}: 97.000000, {0, 5, 11, 12, 13, 14, 22, 30, 36, 42, 44, 49, 42, 41, 43, 41, 35, 36, 35, 34, 33, 39, 46, 45, 32, 28, 25, 29, 26, 34, 40, 47, 40, 39, 33, 29, 25, 18, 10, 11, 5, 0}: 94.000000, {0, 5, 6, 7, 13, 14, 13, 12, 20, 26, 30, 36, 42, 41, 42, 36, 31, 27, 31, 23, 31, 27, 37, 31, 30, 31, 23, 15, 14, 13, 12, 5, 0}: 95.000000, {0, 4, 17, 25, 29, 33, 39, 32, 39, 33, 34, 35, 26, 29, 33, 39, 40, 39, 33, 34, 40, 47, 48, 40, 34, 35, 36, 30, 22, 14, 13, 12, 5, 0}: 90.000000, {0, 5, 11, 10, 18, 17, 25, 29, 33, 39, 40, 48, 43, 48, 40, 47, 46, 39, 33, 25, 18, 19, 11, 5, 0, 1, 6, 7, 13, 14, 22, 14, 15, 14, 13, 12, 5, 12, 11, 10, 4, 0}: 97.000000, {0, 5, 11, 10, 18, 17, 28, 25, 29, 33, 34, 35, 41, 35, 36, 30, 36, 42, 44, 49, 48, 40, 39, 33, 32, 38, 28, 25, 29, 25, 18, 17, 18, 25, 29, 33, 29, 25, 18, 25, 29, 19, 11, 5, 0}: 97.000000, {0, 5, 12, 13, 14, 22, 21, 30, 36, 42, 37, 42, 36, 37, 44, 42, 44, 49, 43, 41, 40, 39, 46, 39, 33, 29, 25, 18, 19, 20, 19, 11, 12, 13, 7, 6, 5, 0}: 97.000000, {0, 5, 12, 13, 21, 20, 12, 6, 1, 6, 7, 8, 9, 3, 9, 16, 15, 14, 8, 2, 1, 6, 5, 4, 0}: 96.000000}"
original,9,1000,1000,30,1,2,0.99,2,0.4,10A,97,50,26,376,0,811,92,916.867,52.3015,36157.6,7284,"{{0, 5, 11, 10, 18, 25, 29, 33, 32, 45, 46, 47, 48, 43, 49, 42, 44, 42, 36, 30, 21, 13, 14, 22, 30, 31, 36, 30, 22, 14, 13, 12, 11, 5, 0}: 92.000000, {0, 5, 12, 13, 14, 22, 30, 36, 35, 41, 40, 47, 40, 39, 32, 38, 28, 25, 33, 25, 29, 19, 11, 5, 12, 11, 19, 11, 12, 13, 7, 6, 5, 0}: 87.000000, {0, 5, 12, 20, 21, 22, 14, 15, 23, 31, 27, 37, 42, 41, 43, 48, 40, 47, 46, 45, 46, 39, 33, 29, 25, 18, 10, 11, 12, 13, 7, 8, 14, 13, 12, 5, 0}: 88.000000, {0, 5, 11, 19, 18, 25, 29, 33, 39, 32, 28, 25, 29, 26, 20, 19, 11, 12, 13, 14, 22, 30, 36, 42, 44, 37, 44, 42, 36, 35, 34, 33, 39, 46, 39, 33, 29, 25, 18, 10, 11, 5, 0}: 92.000000, {0, 1, 6, 7, 13, 14, 22, 23, 24, 16, 9, 8, 7, 6, 5, 11, 10, 4, 0, 4, 5, 0}: 91.000000, {0, 5, 11, 10, 18, 25, 29, 33, 34, 35, 36, 30, 22, 14, 13, 14, 15, 16, 15, 8, 2, 8, 14, 15, 14, 22, 30, 26, 20, 12, 6, 5, 0}: 92.000000, {0, 5, 12, 13, 14, 22, 30, 36, 42, 37, 31, 36, 35, 34, 40, 48, 49, 44, 42, 41,"
,10,,,,,,,,,,,,,,,,,,,,,
original,2,1000,1000,30,1,2,0.99,2,0.4,gdb1,22,12,6,252,0,294,147,294.833,2.16153,2922.64,8115,"{{0, 11, 5, 4, 5, 6, 0, 1, 8, 9, 10, 4, 11, 6, 5, 11, 0}: 147.000000, {0, 3, 2, 4, 2, 1, 3, 1, 8, 10, 7, 6, 7, 9, 0}: 147.000000}"
original,3,1000,1000,30,1,2,0.99,2,0.4,gdb1,22,12,6,252,0,294,99,308.567,10.4169,2976.57,7350,"{{0, 11, 5, 6, 5, 11, 4, 5, 4, 2, 1, 3, 1, 0}: 97.000000, {0, 11, 6, 7, 9, 8, 1, 8, 10, 9, 0}: 98.000000, {0, 6, 7, 10, 4, 2, 3, 0}: 99.000000}"
original,4,1000,1000,30,1,2,0.99,2,0.4,gdb1,22,12,6,252,0,302,76,322.9,14.2135,3162.03,6948,"{{0, 3, 2, 4, 5, 6, 11, 0}: 75.000000, {0, 11, 5, 6, 7, 10, 8, 1, 3, 1, 0}: 76.000000, {0, 9, 8, 1, 2, 4, 11, 0}: 75.000000, {0, 6, 7, 9, 10, 4, 5, 11, 0}: 76.000000}"
original,5,1000,1000,30,1,2,0.99,2,0.4,gdb1,22,12,6,252,0,323,66,340.033,15.7088,3359.87,3714,"{{0, 3, 2, 4, 5, 6, 5, 11, 0}: 64.000000, {0, 6, 7, 10, 8, 1, 0}: 66.000000, {0, 11, 4, 2, 1, 3, 0}: 64.000000, {0, 1, 8, 9, 7, 6, 11, 0}: 64.000000, {0, 9, 10, 4, 5, 11, 0}: 65.000000}"
original,6,1000,1000,30,1,2,0.99,2,0.4,gdb1,22,12,6,252,0,353,63,367.267,11.2722,3578.53,3520,"{{0, 11, 5, 4, 10, 7, 6, 5, 11, 0}: 63.000000, {0, 11, 6, 0, 11, 0}: 49.000000, {0, 1, 3, 2, 4, 11, 0}: 62.000000, {0, 11, 5, 4, 2, 1, 3, 0}: 63.000000, {0, 9, 10, 8, 1, 0}: 60.000000, {0, 1, 8, 9, 7, 9, 0}: 56.000000}"
original,7,1000,1000,30,1,2,0.99,2,0.4,gdb1,22,12,6,252,0,389,63,406.4,13.4774,3915.94,3520,"{{0, 11, 6, 7, 9, 7, 6, 0}: 63.000000, {0, 3, 1, 0}: 39.000000, {0, 1, 8, 1, 2, 4, 5, 11, 0}: 54.000000, {0, 11, 5, 6, 7, 9, 8, 1, 0}: 53.000000, {0, 11, 5, 6, 7, 10, 9, 0}: 60.000000, {0, 11, 4, 2, 3, 0}: 57.000000, {0, 1, 8, 10, 4, 5, 11, 0}: 63.000000}"
original,8,1000,1000,30,1,2,0.99,2,0.4,gdb1,22,12,6,252,0,449,63,444.067,23.8983,4253.07,3520,"{{0, 11, 4, 2, 3, 1, 0}: 62.000000, {0, 11, 5, 6, 5, 4, 5, 6, 0}: 52.000000, {0, 9, 10, 7, 6, 5, 11, 0}: 60.000000, {0, 3, 1, 2, 4, 5, 11, 0}: 63.000000, {0, 9, 7, 6, 11, 5, 11, 0}: 58.000000, {0, 11, 5, 6, 7, 9, 0}: 41.000000, {0, 1, 8, 9, 0}: 50.000000, {0, 1, 8, 10, 4, 5, 11, 0}: 63.000000}"
original,9,1000,1000,30,1,2,0.99,2,0.4,gdb1,22,12,6,252,0,429,63,480.867,31.3164,4545.2,3520,"{{0}: 0.000000, {0, 9, 7, 10, 9, 0}: 63.000000, {0, 11, 5, 4, 2, 3, 0}: 56.000000, {0, 11, 5, 4, 10, 8, 1, 0}: 63.000000, {0, 1, 0}: 26.000000, {0, 11, 5, 6, 5, 4, 2, 1, 0}: 58.000000, {0, 3, 1, 8, 9, 0}: 63.000000, {0, 11, 5, 6, 7, 6, 5, 11, 4, 5, 11, 0}: 59.000000, {0, 11, 6, 0}: 41.000000}"
original,10,1000,1000,30,1,2,0.99,2,0.4,gdb1,22,12,6,252,0,471,63,523.3,25.7671,4737.73,3520,"{{0, 11, 5, 4, 2, 1, 0}: 50.000000, {0, 9, 10, 7, 6, 5, 11, 0}: 60.000000, {0, 6, 5, 6, 7, 6, 5, 11, 0}: 54.000000, {0, 11, 5, 4, 10, 8, 1, 0}: 63.000000, {0}: 0.000000, {0, 1, 8, 9, 7, 6, 5, 11, 0}: 53.000000, {0, 11, 6, 0}: 41.000000, {0, 1, 3, 0}: 39.000000, {0, 11, 5, 4, 5, 11, 0, 1, 0}: 54.000000, {0, 11, 4, 2, 3, 0}: 57.000000}"
original,2,1000,1000,30,1,2,0.99,2,0.4,gdb2,26,12,4,291,0,315,158,320.8,7.4851,2883.2,3641,"{{0, 9, 6, 9, 7, 5, 11, 3, 2, 4, 5, 4, 10, 7, 6, 0}: 158.000000, {0, 1, 2, 4, 11, 5, 6, 11, 0, 3, 1, 8, 10, 9, 8, 0}: 157.000000}"
original,3,1000,1000,30,1,2,0.99,2,0.4,gdb2,26,12,4,291,0,321,108,340.9,14.625,3121.9,8115,"{{0, 6, 7, 6, 9, 7, 5, 6, 11, 3, 0}: 105.000000, {0, 11, 5, 4, 2, 3, 1, 8, 9, 7, 10, 8, 1, 8, 0}: 108.000000, {0, 1, 2, 4, 11, 5, 4, 10, 9, 0}: 108.000000}"
original,4,1000,1000,30,1,2,0.99,2,0.4,gdb2,26,12,4,291,0,325,83,351.567,15.4374,3302.37,6207,"{{0, 1, 2, 4, 5, 7, 9, 0}: 79.000000, {0, 6, 7, 9, 6, 11, 4, 5, 11, 0}: 82.000000, {0, 11, 3, 2, 4, 10, 7, 6, 5, 11, 0}: 83.000000, {0, 8, 9, 10, 8, 1, 3, 0}: 81.000000}"
original,5,1000,1000,30,1,2,0.99,2,0.4,gdb2,26,12,4,291,0,343,71,383.4,15.0058,3629,3914,"{{0, 8, 1, 2, 3, 0}: 68.000000, {0, 11, 5, 4, 10, 8, 1, 3, 11, 0}: 68.000000, {0, 1, 8, 9, 7, 5, 6, 0}: 71.000000, {0, 11, 4, 2, 4, 5, 6, 9, 6, 5, 11, 0}: 65.000000, {0, 11, 6, 7, 10, 9, 0}: 71.000000}"
original,6,1000,1000,30,1,2,0.99,2,0.4,gdb2,26,12,4,291,0,359,63,379.167,14.5741,3564.7,2652,"{{0, 11, 5, 6, 7, 10, 4, 5, 11, 0}: 63.000000, {0, 11, 4, 2, 1, 3, 11, 0}: 56.000000, {0, 1, 8, 10, 9, 0}: 60.000000, {0, 11, 6, 5, 6, 9, 7, 5, 11, 0}: 63.000000, {0, 8, 1, 8, 9, 7, 6, 0}: 61.000000, {0, 11, 5, 4, 2, 3, 0}: 56.000000}"
original,7,1000,1000,30,1,2,0.99,2,0.4,gdb2,26,12,4,291,0,398,60,416,15.438,3838.73,9963,"{{0, 11, 5, 4, 2, 1, 3, 11, 0}: 55.000000, {0, 3, 2, 4, 11, 0}: 57.000000, {0, 9, 10, 7, 6, 5, 11, 0}: 60.000000, {0, 1, 0, 11, 5, 6, 0}: 56.000000, {0, 11, 5, 7, 9, 8, 1, 0}: 55.000000, {0, 8, 10, 4, 5, 11, 0}: 59.000000, {0, 11, 6, 9, 7, 9, 0}: 56.000000}"
original,8,1000,1000,30,1,2,0.99,2,0.4,gdb2,26,12,4,291,0,440,59,451.867,20.2283,4050.3,8115,"{{0, 11, 4, 2, 1, 8, 0}: 51.000000, {0, 9, 7, 10, 8, 0}: 57.000000, {0, 6, 5, 11, 3, 1, 0}: 53.000000, {0, 1, 8, 9, 7, 5, 11, 0}: 55.000000, {0, 11, 6, 9, 0}: 50.000000, {0, 11, 5, 6, 7, 9, 10, 8, 0}: 59.000000, {0, 3, 2, 4, 5, 11, 0}: 56.000000, {0, 8, 10, 4, 5, 11, 0}: 59.000000}"
original,9,1000,1000,30,1,2,0.99,2,0.4,gdb2,26,12,4,291,0,485,59,488.9,17.325,4345.84,3520,"{{0, 11, 3, 11, 5, 11, 3, 1, 0}: 47.000000, {0, 11, 5, 6, 7, 10, 8, 0}: 54.000000, {0, 11, 5, 4, 10, 8, 0}: 59.000000, {0, 9, 10, 8, 0}: 56.000000, {0, 11, 5, 4, 2, 1, 8, 0}: 50.000000, {0, 11, 5, 7, 9, 7, 6, 0}: 54.000000, {0, 3, 2, 4, 11, 0}: 57.000000, {0, 8, 1, 8, 9, 6, 0}: 59.000000, {0, 11, 6, 7, 6, 5, 11, 0}: 49.000000}"
original,10,1000,1000,30,1,2,0.99,2,0.4,gdb2,26,12,4,291,0,520,59,522.733,13.5251,4482.42,3520,"{{0, 9, 7, 9, 8, 0}: 52.000000, {0, 11, 5, 4, 5, 11, 3, 0}: 46.000000, {0, 3, 2, 4, 5, 11, 0}: 56.000000, {0, 6, 9, 6, 11, 0}: 59.000000, {0, 9, 10, 8, 0}: 56.000000, {0, 11, 3, 1, 0, 11, 0}: 39.000000, {0, 8, 1, 2, 4, 11, 0}: 51.000000, {0, 11, 5, 7, 6, 0}: 48.000000, {0, 11, 5, 4, 10, 8, 0}: 59.000000, {0, 11, 5, 6, 7, 10, 8, 0}: 54.000000}"
original,2,1000,1000,30,1,2,0.99,2,0.4,gdb3,22,12,6,233,0,259,130,264.6,5.1225,2428.86,8115,"{{0, 3, 2, 11, 5, 6, 7, 6, 0, 8, 1, 3, 1, 0}: 129.000000, {0, 11, 4, 5, 11, 2, 4, 10, 7, 9, 10, 8, 9, 0}: 130.000000}"
original,3,1000,1000,30,1,2,0.99,2,0.4,gdb3,22,12,6,233,0,259,88,274.067,11.5005,2577.91,9420,"{{0, 3, 2, 11, 5, 6, 7, 6, 0}: 85.000000, {0, 8, 9, 10, 8, 1, 3, 1, 0}: 86.000000, {0, 9, 7, 10, 4, 5, 11, 2, 4, 11, 0}: 88.000000}"
original,4,1000,1000,30,1,2,0.99,2,0.4,gdb3,22,12,6,233,0,267,68,288.733,17.6275,2715.7,8115,"{{0, 11, 2, 3, 1, 3, 0}: 65.000000, {0, 11, 5, 4, 2, 11, 5, 6, 7, 6, 0}: 67.000000, {0, 9, 7, 10, 4, 11, 0}: 67.000000, {0, 8, 9, 10, 8, 1, 0}: 68.000000}"
original,5,1000,1000,30,1,2,0.99,2,0.4,gdb3,22,12,6,233,0,303,61,312.233,14.8586,2894.89,8115,"{{0, 6, 7, 9, 8, 1, 0}: 61.000000, {0, 9, 10, 7, 6, 5, 11, 0}: 60.000000, {0, 3, 2, 11, 5, 6, 5, 11, 0}: 61.000000, {0, 8, 1, 3, 2, 4, 5, 11, 0}: 61.000000, {0, 11, 4, 10, 8, 0}: 60.000000}"
original,6,1000,1000,30,1,2,0.99,2,0.4,gdb3,22,12,6,233,0,346,59,345.1,12.5601,3157.05,9963,"{{0, 11, 4, 2, 3, 0}: 57.000000, {0, 9, 10, 8, 0}: 56.000000, {0, 8, 1, 8, 10, 7, 6, 5, 11, 0}: 58.000000, {0, 11, 2, 11, 0, 1, 3, 0}: 59.000000, {0, 11, 5, 4, 10, 8, 0}: 59.000000, {0, 6, 7, 9, 8, 0}: 57.000000}"
original,7,1000,1000,30,1,2,0.99,2,0.4,gdb3,22,12,6,233,0,398,59,381.8,14.8243,3344.88,3520,"{{0, 11, 2, 11, 0, 8, 1, 3, 0}: 59.000000, {0, 11, 2, 3, 1, 8, 1, 0}: 56.000000, {0, 8, 10, 4, 5, 11, 0}: 59.000000, {0, 11, 5, 6, 7, 9, 10, 8, 0}: 59.000000, {0, 11, 5, 6, 7, 10, 7, 6, 5, 11, 0}: 58.000000, {0, 6, 5, 4, 2, 4, 11, 0}: 55.000000, {0, 8, 9, 7, 9, 0}: 52.000000}"
original,8,1000,1000,30,1,2,0.99,2,0.4,gdb3,22,12,6,233,0,394,59,418.4,15.6026,3602,3520,"{{0, 11, 2, 4, 5, 11, 0}: 29.000000, {0, 8, 1, 8, 9, 0}: 50.000000, {0, 11, 5, 6, 7, 10, 8, 0}: 54.000000, {0, 11, 4, 11, 5, 6, 0}: 52.000000, {0, 11, 2, 3, 1, 0}: 52.000000, {0, 11, 5, 4, 10, 8, 0}: 59.000000, {0, 11, 5, 6, 7, 9, 10, 8, 0}: 59.000000, {0, 1, 3, 0}: 39.000000}"
original,9,1000,1000,30,1,2,0.99,2,0.4,gdb3,22,12,6,233,0,450,59,454.2,20.4473,3816.31,3520,"{{0, 11, 4, 2, 3, 0}: 57.000000, {0, 11, 5, 6, 7, 10, 8, 0}: 54.000000, {0, 1, 0}: 26.000000, {0, 8, 9, 0}: 46.000000, {0, 9, 10, 8, 0}: 56.000000, {0, 8, 1, 3, 0}: 39.000000, {0, 11, 5, 4, 10, 8, 0}: 59.000000, {0, 11, 5, 4, 5, 6, 7, 9, 0}: 55.000000, {0, 11, 2, 11, 5, 6, 7, 6, 0}: 58.000000}"
original,10,1000,1000,30,1,2,0.99,2,0.4,gdb3,22,12,6,233,0,510,59,486.233,22.8993,3999.29,3520,"{{0, 11, 2, 4, 2, 11, 0, 1, 0}: 56.000000, {0, 8, 0, 11, 0}: 30.000000, {0, 11, 5, 11, 0, 1, 3, 0}: 53.000000, {0, 11, 5, 6, 7, 9, 10, 8, 0}: 59.000000, {0, 11, 5, 6, 7, 10, 8, 0}: 54.000000, {0, 3, 2, 11, 0}: 47.000000, {0, 8, 10, 4, 5, 11, 0}: 59.000000, {0, 6, 5, 4, 5, 11, 0}: 44.000000, {0, 11, 4, 11, 0, 8, 1, 0}: 56.000000, {0, 8, 9, 7, 9, 0}: 52.000000}"
original,2,1000,1000,30,1,2,0.99,2,0.4,gdb4,19,11,8,238,0,266,133,268.867,6.87863,2087.33,3116,"{{0, 9, 8, 1, 3, 2, 4, 10, 9, 7, 6, 0}: 133.000000, {0, 5, 6, 7, 10, 8, 1, 3, 0, 1, 2, 4, 5, 0}: 133.000000}"
original,3,1000,1000,30,1,2,0.99,2,0.4,gdb4,19,11,8,238,0,266,90,279.467,13.1472,2115.6,8647,"{{0, 6, 7, 10, 8, 9, 0}: 86.000000, {0, 1, 8, 1, 3, 1, 2, 3, 0}: 90.000000, {0, 5, 6, 7, 9, 10, 4, 2, 4, 5, 0}: 90.000000}"
original,4,1000,1000,30,1,2,0.99,2,0.4,gdb4,19,11,8,238,0,287,74,302.9,15.753,2262.34,8115,"{{0, 1, 8, 10, 4, 2, 4, 5, 0}: 74.000000, {0, 5, 6, 7, 10, 9, 0}: 71.000000, {0, 1, 2, 3, 0}: 68.000000, {0, 3, 1, 8, 9, 7, 6, 0}: 74.000000}"
original,5,1000,1000,30,1,2,0.99,2,0.4,gdb4,19,11,8,238,0,317,66,333.733,12.4176,2475.26,3520,"{{0, 1, 8, 10, 7, 6, 0}: 66.000000, {0, 5, 4, 2, 3, 0}: 57.000000, {0, 5, 6, 7, 9, 8, 1, 0}: 64.000000, {0, 3, 1, 2, 4, 5, 0}: 64.000000, {0, 5, 4, 10, 9, 0}: 66.000000}"
original,6,1000,1000,30,1,2,0.99,2,0.4,gdb4,19,11,8,238,0,355,64,369.333,11.4144,2624.81,3520,"{{0, 3, 1, 8, 9, 0}: 63.000000, {0, 9, 7, 10, 9, 0}: 63.000000, {0, 5, 6, 7, 6, 0}: 57.000000, {0, 5, 4, 2, 1, 0}: 51.000000, {0, 5, 4, 2, 3, 0}: 57.000000, {0, 1, 8, 10, 4, 5, 0}: 64.000000}"
